Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,-0.0718509386127836,0.00738215784490541,0.126176355791491,0,0,0,7.78291953099946E-06,1.25849372951706E-08,1.29089020013651E-09,-1.25396652944482E-18,3.68265108559629E-09,-8.82620330566535E-20,1.62660632312823E-08,0,0,0,0,0,0,package://mowen/meshes/base_link.STL,1,1,1,1,0,0,0,0,0,0,package://mowen/meshes/base_link.STL,,mw小车-1,base_link,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
